country_name,year,v2exnamhog,v2exnamhos,v2exhoshog,e_mipopula,e_wb_pop,e_miinterc
Mexico,1970,,Luis Echeverría Álvarez,1.0,52775.16,51493565.0,0.0
Mexico,1971,,Luis Echeverría Álvarez,1.0,54332.392,53076366.0,0.0
Mexico,1972,,Luis Echeverría Álvarez,1.0,55889.624,54689944.0,0.0
Mexico,1973,,Luis Echeverría Álvarez,1.0,57446.856,56324310.0,0.0
Mexico,1974,,Luis Echeverría Álvarez,1.0,59004.088,57966812.0,0.0
Mexico,1975,,Luis Echeverría Álvarez,1.0,60561.32,59607947.0,0.0
Mexico,1976,,José López Portillo y Pacheco,1.0,62118.552,61242189.0,0.0
Mexico,1977,,José López Portillo y Pacheco,1.0,63675.784,62869908.0,0.0
Mexico,1978,,José López Portillo y Pacheco,1.0,65233.016,64494872.0,0.0
Mexico,1979,,José López Portillo y Pacheco,1.0,66790.248,66123908.0,0.0
Mexico,1980,,José López Portillo y Pacheco,1.0,68347.48,67761367.0,0.0
Mexico,1981,,José López Portillo y Pacheco,1.0,70004.097,69407623.0,0.0
Mexico,1982,,Miguel de la Madrid Hurtado,1.0,71660.714,71058650.0,0.0
Mexico,1983,,Miguel de la Madrid Hurtado,1.0,73317.331,72709306.0,0.0
Mexico,1984,,Miguel de la Madrid Hurtado,1.0,74973.948,74352631.0,0.0
Mexico,1985,,Miguel de la Madrid Hurtado,1.0,76630.565,75983486.0,0.0
Mexico,1986,,Miguel de la Madrid Hurtado,1.0,78287.182,77599105.0,0.0
Mexico,1987,,Miguel de la Madrid Hurtado,1.0,79943.799,79200081.0,0.0
Mexico,1988,,Carlos Salinas de Gortari,1.0,81600.416,80788725.0,0.0
Mexico,1989,,Carlos Salinas de Gortari,1.0,83257.033,82368930.0,0.0
Mexico,1990,,Carlos Salinas de Gortari,1.0,84913.65,83943135.0,0.0
Mexico,1991,,Carlos Salinas de Gortari,1.0,86414.947,85512621.0,0.0
Mexico,1992,,Carlos Salinas de Gortari,1.0,87916.244,87075136.0,0.0
Mexico,1993,,Carlos Salinas de Gortari,1.0,89417.541,88625440.0,0.0
Mexico,1994,,Ernesto Zedillo Ponce de León,1.0,90918.838,90156396.0,1.0
Mexico,1995,,Ernesto Zedillo Ponce de León,1.0,92420.135,91663290.0,0.0
Mexico,1996,,Ernesto Zedillo Ponce de León,1.0,93921.432,93147045.0,0.0
Mexico,1997,,Ernesto Zedillo Ponce de León,1.0,95422.729,94611008.0,0.0
Mexico,1998,,Ernesto Zedillo Ponce de León,1.0,96924.026,96056313.0,0.0
Mexico,1999,,Ernesto Zedillo Ponce de León,1.0,98425.323,97484823.0,0.0
Mexico,2000,,Vicente Fox Quesada,1.0,99926.62,98899845.0,0.0
Mexico,2001,,Vicente Fox Quesada,1.0,,100298152.0,
Mexico,2002,,Vicente Fox Quesada,1.0,,101684764.0,
Mexico,2003,,Vicente Fox Quesada,1.0,,103081020.0,
Mexico,2004,,Vicente Fox Quesada,1.0,,104514934.0,
Mexico,2005,,Vicente Fox Quesada,1.0,,106005199.0,
Mexico,2006,,Felipe de Jesús Calderón Hinojosa,1.0,,107560155.0,
Mexico,2007,,Felipe de Jesús Calderón Hinojosa,1.0,,109170503.0,
Mexico,2008,,Felipe de Jesús Calderón Hinojosa,1.0,,110815272.0,
Mexico,2009,,Felipe de Jesús Calderón Hinojosa,1.0,,112463886.0,
Mexico,2010,,Felipe de Jesús Calderón Hinojosa,1.0,,114092961.0,
Mexico,2011,,Felipe de Jesús Calderón Hinojosa,1.0,,115695468.0,
Mexico,2012,,Enrique Peña Nieto,1.0,,117274156.0,
Mexico,2013,,Enrique Peña Nieto,1.0,,118827158.0,
Mexico,2014,,Enrique Peña Nieto,1.0,,120355137.0,
Mexico,2015,,Enrique Peña Nieto,1.0,,121858251.0,
Mexico,2016,,Enrique Peña Nieto,1.0,,123333379.0,
Mexico,2017,,Enrique Peña Nieto,1.0,,124777326.0,
Mexico,2018,,Andrés Manuel López Obrador,1.0,,126190782.0,
Mexico,2019,,Andrés Manuel López Obrador,1.0,,127575529.0,
Mexico,2020,,Andrés Manuel López Obrador,1.0,,128932753.0,
Mexico,2021,,Andrés Manuel López Obrador,1.0,,130262220.0,
Mexico,2022,,Andrés Manuel López Obrador,1.0,,127504125.0,
Mexico,2023,,Andrés Manuel López Obrador,1.0,,,
Suriname,1970,Jules Sedney,Johan Henri Eliza Ferrier,0.0,372.0,367926.0,0.0
Suriname,1971,Jules Sedney,Johan Henri Eliza Ferrier,0.0,370.2,369230.0,0.0
Suriname,1972,Jules Sedney,Johan Henri Eliza Ferrier,0.0,368.4,367907.0,0.0
Suriname,1973,Henck Alphonsus Eugène Arron,Johan Henri Eliza Ferrier,0.0,366.6,364907.0,0.0
Suriname,1974,Henck Alphonsus Eugène Arron,Johan Henri Eliza Ferrier,0.0,364.8,361665.0,0.0
Suriname,1975,Henck Alphonsus Eugène Arron,Johan Henri Eliza Ferrier,0.0,363.0,359234.0,0.0
Suriname,1976,Henck Alphonsus Eugène Arron,Johan Henri Eliza Ferrier,0.0,361.2,357949.0,0.0
Suriname,1977,Henck Alphonsus Eugène Arron,Johan Henri Eliza Ferrier,0.0,359.4,357649.0,0.0
Suriname,1978,Henck Alphonsus Eugène Arron,Johan Henri Eliza Ferrier,0.0,357.6,358103.0,0.0
Suriname,1979,Henck Alphonsus Eugène Arron,Johan Henri Eliza Ferrier,0.0,355.8,358826.0,0.0
Suriname,1980,Désiré Delano Bouterse,Hendrick Rudolf Chin A Sen,0.0,354.0,359531.0,0.0
Suriname,1981,Désiré Delano Bouterse,Hendrick Rudolf Chin A Sen,0.0,358.1,360144.0,0.0
Suriname,1982,Désiré Delano Bouterse,Lachmipersad Frederick Ramdat Misier,0.0,362.2,360927.0,0.0
Suriname,1983,Désiré Delano Bouterse,Lachmipersad Frederick Ramdat Misier,0.0,366.3,362282.0,0.0
Suriname,1984,Désiré Delano Bouterse,Lachmipersad Frederick Ramdat Misier,0.0,370.4,364722.0,0.0
Suriname,1985,Désiré Delano Bouterse,Lachmipersad Frederick Ramdat Misier,0.0,374.5,368636.0,0.0
Suriname,1986,Désiré Delano Bouterse,Lachmipersad Frederick Ramdat Misier,0.0,378.6,374133.0,0.0
Suriname,1987,Désiré Delano Bouterse,Lachmipersad Frederick Ramdat Misier,0.0,382.7,381033.0,0.0
Suriname,1988,,Ramsewak Shankar,1.0,386.8,388877.0,0.0
Suriname,1989,,Ramsewak Shankar,1.0,390.9,397082.0,0.0
Suriname,1990,,Johannes Samuel Petrus Kraag,1.0,395.0,405169.0,0.0
Suriname,1991,,Runaldo Ronald Venetiaan,1.0,398.7,413009.0,0.0
Suriname,1992,,Runaldo Ronald Venetiaan,1.0,402.4,420658.0,0.0
Suriname,1993,,Runaldo Ronald Venetiaan,1.0,406.1,428028.0,0.0
Suriname,1994,,Runaldo Ronald Venetiaan,1.0,409.8,435099.0,0.0
Suriname,1995,,Runaldo Ronald Venetiaan,1.0,413.5,441851.0,0.0
Suriname,1996,,Jules Albert Wijdenbosch,1.0,417.2,448207.0,0.0
Suriname,1997,,Jules Albert Wijdenbosch,1.0,420.9,454165.0,0.0
Suriname,1998,,Jules Albert Wijdenbosch,1.0,424.6,459838.0,0.0
Suriname,1999,,Jules Albert Wijdenbosch,1.0,428.3,465380.0,0.0
Suriname,2000,,Runaldo Ronald Venetiaan,1.0,432.0,470944.0,0.0
Suriname,2001,,Runaldo Ronald Venetiaan,1.0,,476574.0,
Suriname,2002,,Runaldo Ronald Venetiaan,1.0,,482228.0,
Suriname,2003,,Runaldo Ronald Venetiaan,1.0,,487938.0,
Suriname,2004,,Runaldo Ronald Venetiaan,1.0,,493680.0,
Suriname,2005,,Runaldo Ronald Venetiaan,1.0,,499461.0,
Suriname,2006,,Runaldo Ronald Venetiaan,1.0,,505292.0,
Suriname,2007,,Runaldo Ronald Venetiaan,1.0,,511181.0,
Suriname,2008,,Runaldo Ronald Venetiaan,1.0,,517122.0,
Suriname,2009,,Runaldo Ronald Venetiaan,1.0,,523113.0,
Suriname,2010,,Désiré Delano Bouterse,1.0,,529126.0,
Suriname,2011,,Désiré Delano Bouterse,1.0,,535177.0,
Suriname,2012,,Désiré Delano Bouterse,1.0,,541247.0,
Suriname,2013,,Désiré Delano Bouterse,1.0,,547295.0,
Suriname,2014,,Désiré Delano Bouterse,1.0,,553278.0,
Suriname,2015,,Désiré Delano Bouterse,1.0,,559136.0,
Suriname,2016,,Désiré Delano Bouterse,1.0,,564883.0,
Suriname,2017,,Désiré Delano Bouterse,1.0,,570501.0,
Suriname,2018,,Désiré Delano Bouterse,1.0,,575987.0,
Suriname,2019,,Désiré Delano Bouterse,1.0,,581363.0,
Suriname,2020,,Chandrikapersad Santokhi,1.0,,586634.0,
Suriname,2021,,Chandrikapersad Santokhi,1.0,,591798.0,
Suriname,2022,,Chandrikapersad Santokhi,1.0,,618040.0,
Suriname,2023,,Chandrikapersad Santokhi,1.0,,,
Sweden,1970,Olof Palme,Gustaf VI Adolf,0.0,8042.803,8042801.0,0.0
Sweden,1971,Olof Palme,Gustaf VI Adolf,0.0,8069.57,8098334.0,0.0
Sweden,1972,Olof Palme,Gustaf VI Adolf,0.0,8096.337,8122300.0,0.0
Sweden,1973,Olof Palme,Carl XVI Gustaf,0.0,8123.104,8136312.0,0.0
Sweden,1974,Olof Palme,Carl XVI Gustaf,0.0,8149.871,8159955.0,0.0
Sweden,1975,Olof Palme,Carl XVI Gustaf,0.0,8176.638,8192437.0,0.0
Sweden,1976,Thorbjörn Fälldin,Carl XVI Gustaf,0.0,8203.405,8222286.0,0.0
Sweden,1977,Thorbjörn Fälldin,Carl XVI Gustaf,0.0,8230.172,8251540.0,0.0
Sweden,1978,Ola Ullsten,Carl XVI Gustaf,0.0,8256.939,8275599.0,0.0
Sweden,1979,Thorbjörn Fälldin,Carl XVI Gustaf,0.0,8283.706,8293678.0,0.0
Sweden,1980,Thorbjörn Fälldin,Carl XVI Gustaf,0.0,8310.473,8310531.0,0.0
Sweden,1981,Thorbjörn Fälldin,Carl XVI Gustaf,0.0,8335.326,8320503.0,0.0
Sweden,1982,Olof Palme,Carl XVI Gustaf,0.0,8360.178,8325263.0,0.0
Sweden,1983,Olof Palme,Carl XVI Gustaf,0.0,8385.031,8329033.0,0.0
Sweden,1984,Olof Palme,Carl XVI Gustaf,0.0,8409.884,8336605.0,0.0
Sweden,1985,Olof Palme,Carl XVI Gustaf,0.0,8434.736,8350386.0,0.0
Sweden,1986,Ingvar Carlsson,Carl XVI Gustaf,0.0,8459.589,8369829.0,0.0
Sweden,1987,Ingvar Carlsson,Carl XVI Gustaf,0.0,8484.442,8397804.0,0.0
Sweden,1988,Ingvar Carlsson,Carl XVI Gustaf,0.0,8509.295,8436489.0,0.0
Sweden,1989,Ingvar Carlsson,Carl XVI Gustaf,0.0,8534.147,8492964.0,0.0
Sweden,1990,Ingvar Carlsson,Carl XVI Gustaf,0.0,8559.0,8558835.0,0.0
Sweden,1991,Carl Bildt,Carl XVI Gustaf,0.0,8590.3,8617375.0,0.0
Sweden,1992,Carl Bildt,Carl XVI Gustaf,0.0,8621.6,8668067.0,0.0
Sweden,1993,Carl Bildt,Carl XVI Gustaf,0.0,8652.9,8718561.0,0.0
Sweden,1994,Ingvar Carlsson,Carl XVI Gustaf,0.0,8684.2,8780745.0,0.0
Sweden,1995,Ingvar Carlsson,Carl XVI Gustaf,0.0,8715.5,8826939.0,0.0
Sweden,1996,Göran Persson,Carl XVI Gustaf,0.0,8746.8,8840998.0,0.0
Sweden,1997,Göran Persson,Carl XVI Gustaf,0.0,8778.1,8846062.0,0.0
Sweden,1998,Göran Persson,Carl XVI Gustaf,0.0,8809.4,8850974.0,0.0
Sweden,1999,Göran Persson,Carl XVI Gustaf,0.0,8840.7,8857874.0,0.0
Sweden,2000,Göran Persson,Carl XVI Gustaf,0.0,8872.0,8872109.0,0.0
Sweden,2001,Göran Persson,Carl XVI Gustaf,0.0,,8895960.0,
Sweden,2002,Göran Persson,Carl XVI Gustaf,0.0,,8924958.0,
Sweden,2003,Göran Persson,Carl XVI Gustaf,0.0,,8958229.0,
Sweden,2004,Göran Persson,Carl XVI Gustaf,0.0,,8993531.0,
Sweden,2005,Göran Persson,Carl XVI Gustaf,0.0,,9029572.0,
Sweden,2006,Fredrik Reinfeldt,Carl XVI Gustaf,0.0,,9080505.0,
Sweden,2007,Fredrik Reinfeldt,Carl XVI Gustaf,0.0,,9148092.0,
Sweden,2008,Fredrik Reinfeldt,Carl XVI Gustaf,0.0,,9219637.0,
Sweden,2009,Fredrik Reinfeldt,Carl XVI Gustaf,0.0,,9298515.0,
Sweden,2010,Fredrik Reinfeldt,Carl XVI Gustaf,0.0,,9378126.0,
Sweden,2011,Fredrik Reinfeldt,Carl XVI Gustaf,0.0,,9449213.0,
Sweden,2012,Fredrik Reinfeldt,Carl XVI Gustaf,0.0,,9519374.0,
Sweden,2013,Fredrik Reinfeldt,Carl XVI Gustaf,0.0,,9600379.0,
Sweden,2014,Stefan Löfven,Carl XVI Gustaf,0.0,,9696110.0,
Sweden,2015,Stefan Löfven,Carl XVI Gustaf,0.0,,9799186.0,
Sweden,2016,Stefan Löfven,Carl XVI Gustaf,0.0,,9923085.0,
Sweden,2017,Stefan Löfven,Carl XVI Gustaf,0.0,,10057698.0,
Sweden,2018,Stefan Löfven,Carl XVI Gustaf,0.0,,10175214.0,
Sweden,2019,Stefan Löfven,Carl XVI Gustaf,0.0,,10278887.0,
Sweden,2020,Stefan Löfven,Carl XVI Gustaf,0.0,,10353442.0,
Sweden,2021,Magdalena Andersson,Carl XVI Gustaf,0.0,,10415811.0,
Sweden,2022,Ulf Kristersson,Carl XVI Gustaf,0.0,,10486941.0,
Sweden,2023,Ulf Kristersson,Carl XVI Gustaf,0.0,,,
Switzerland,1970,,[Collective Body],1.0,6267.0,6180877.0,0.0
Switzerland,1971,,[Collective Body],1.0,6278.823,6213399.0,0.0
Switzerland,1972,,[Collective Body],1.0,6290.646,6260956.0,0.0
Switzerland,1973,,[Collective Body],1.0,6302.469,6307347.0,0.0
Switzerland,1974,,[Collective Body],1.0,6314.292,6341405.0,0.0
Switzerland,1975,,[Collective Body],1.0,6326.114,6338632.0,0.0
Switzerland,1976,,[Collective Body],1.0,6337.937,6302504.0,0.0
Switzerland,1977,,[Collective Body],1.0,6349.76,6281174.0,0.0
Switzerland,1978,,[Collective Body],1.0,6361.583,6281738.0,0.0
Switzerland,1979,,[Collective Body],1.0,6373.406,6294365.0,0.0
Switzerland,1980,,[Collective Body],1.0,6385.229,6319408.0,0.0
Switzerland,1981,,[Collective Body],1.0,6430.369,6354074.0,0.0
Switzerland,1982,,[Collective Body],1.0,6475.508,6391309.0,0.0
Switzerland,1983,,[Collective Body],1.0,6520.648,6418773.0,0.0
Switzerland,1984,,[Collective Body],1.0,6565.788,6441865.0,0.0
Switzerland,1985,,[Collective Body],1.0,6610.928,6470365.0,0.0
Switzerland,1986,,[Collective Body],1.0,6656.067,6504124.0,0.0
Switzerland,1987,,[Collective Body],1.0,6701.207,6545106.0,0.0
Switzerland,1988,,[Collective Body],1.0,6746.347,6593386.0,0.0
Switzerland,1989,,[Collective Body],1.0,6791.486,6646912.0,0.0
Switzerland,1990,,[Collective Body],1.0,6836.626,6715519.0,0.0
Switzerland,1991,,[Collective Body],1.0,6879.655,6799978.0,0.0
Switzerland,1992,,[Collective Body],1.0,6922.685,6875364.0,0.0
Switzerland,1993,,[Collective Body],1.0,6965.714,6938265.0,0.0
Switzerland,1994,,[Collective Body],1.0,7008.744,6993795.0,0.0
Switzerland,1995,,[Collective Body],1.0,7051.773,7040687.0,0.0
Switzerland,1996,,[Collective Body],1.0,7094.802,7071850.0,0.0
Switzerland,1997,,[Collective Body],1.0,7137.832,7088906.0,0.0
Switzerland,1998,,[Collective Body],1.0,7180.861,7110001.0,0.0
Switzerland,1999,,[Collective Body],1.0,7223.891,7143991.0,0.0
Switzerland,2000,,[Collective Body],1.0,7266.92,7184250.0,0.0
Switzerland,2001,,[Collective Body],1.0,,7229854.0,
Switzerland,2002,,[Collective Body],1.0,,7284753.0,
Switzerland,2003,,[Collective Body],1.0,,7339001.0,
Switzerland,2004,,[Collective Body],1.0,,7389625.0,
